"CVEGEO","POB_0a2","POB_3a5","POB_6a11","POB_12a14","POB_15a19","POB_20a59","POB_60ymas","POBM_0a2","POBM_3a5","POBM_6a11","POBM_12a14","POBM_15a19","POBM_20a59","POBM_60ymas","POBF_0a2","POBF_3a5","POBF_6a11","POBF_12a14","POBF_15a19","POBF_20a59","POBF_60ymas"
"130790033",2,1,3,3,4,10,7,1,1,2,2,2,6,4,1,0,1,1,2,4,3
"130790035",1,2,3,1,3,14,0,0,1,2,1,3,7,0,1,1,1,0,0,7,0
"130790036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130800001",66,65,117,67,99,654,317,35,33,60,31,51,307,151,31,32,57,36,48,347,166
"1308000010032",66,65,117,67,99,654,317,35,33,60,31,51,307,151,31,32,57,36,48,347,166
"130800002",32,26,51,34,68,219,90,18,12,26,16,34,103,42,14,14,25,18,34,116,48
"130800003",37,28,68,37,40,313,73,17,13,32,18,14,158,33,20,15,36,19,26,155,40
"130800004",16,18,40,21,24,125,40,5,11,23,11,11,59,21,11,7,17,10,13,66,19
"130800005",35,34,93,47,64,287,119,22,20,46,19,40,132,53,13,14,47,28,24,155,66
"130800006",14,13,52,25,42,118,22,7,8,24,16,26,58,9,7,5,28,9,16,60,13
"130800007",30,35,66,36,59,210,108,19,18,33,18,21,97,43,11,17,33,18,38,113,65
"130800008",4,2,12,7,11,51,29,2,0,7,3,7,25,13,2,2,5,4,4,26,16
"130800009",4,4,15,5,5,43,19,2,2,9,2,4,19,7,2,2,6,3,1,24,12
"130800010",20,20,43,18,30,114,27,10,13,20,11,16,58,12,10,7,23,7,14,56,15
"130800011",102,89,206,120,201,1068,294,62,54,114,54,100,473,139,40,35,92,66,101,595,155
"130800012",14,17,26,23,28,185,96,9,6,14,13,12,88,33,5,11,12,10,16,97,63
"130800013",8,17,23,14,23,101,57,5,8,15,8,12,46,30,3,9,8,6,11,55,27
"130800014",68,73,128,103,96,452,192,39,38,61,56,56,209,88,29,35,67,47,40,243,104
"130800015",8,7,8,7,6,58,29,4,4,2,2,4,33,14,4,3,6,5,2,25,15
"130800016",43,63,127,54,100,553,142,23,30,62,24,63,268,70,20,33,65,30,37,285,72
"130800017",294,307,672,414,614,2219,421,141,153,324,226,312,1126,186,153,154,348,188,302,1093,235
"1308000170047",294,307,672,414,614,2219,421,141,153,324,226,312,1126,186,153,154,348,188,302,1093,235
"130800018",17,21,41,31,29,192,65,4,11,21,16,16,96,30,13,10,20,15,13,96,35
"130800019",72,78,133,81,103,331,58,34,35,75,39,56,169,32,38,43,58,42,47,162,26
"130800020",28,28,62,36,42,143,53,10,9,34,24,22,68,25,18,19,28,12,20,75,28
"130800021",51,52,129,91,137,602,183,26,20,64,42,76,275,87,25,32,65,49,61,327,96
"130800022",21,20,41,32,32,230,81,8,12,25,13,16,104,42,13,8,16,19,16,126,39
"130800023",92,110,269,132,224,1058,350,45,53,152,70,105,494,159,47,57,117,62,119,564,191
"130800024",9,15,30,9,24,82,44,2,6,20,4,14,39,16,7,9,10,5,10,43,28
"130800025",72,57,134,117,170,528,120,42,27,64,60,87,249,53,30,30,70,57,83,279,67
"130800026",14,13,51,32,31,120,43,9,4,25,20,15,58,20,5,9,26,12,16,62,23
"130800027",65,55,164,88,155,620,300,28,28,75,50,80,285,137,37,27,89,38,75,335,163
"130800028",11,10,36,14,22,121,41,4,6,18,9,14,58,22,7,4,18,5,8,63,19
"130800029",29,38,76,34,39,181,37,19,24,33,14,22,90,19,10,14,43,20,17,91,18
"130800030",13,4,17,13,27,79,20,6,1,11,9,12,37,11,7,3,6,4,15,42,9
"130800031",6,6,15,9,12,54,26,1,1,10,6,6,29,13,5,5,5,3,6,25,13
"130800034",6,4,16,13,20,57,14,4,1,6,8,10,31,6,2,3,10,5,10,26,8
"130800038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130800039",1,0,0,0,0,5,2,0,0,0,0,0,2,0,1,0,0,0,0,3,2
"130800041",5,2,6,4,8,20,4,1,2,2,2,7,10,0,4,0,4,2,1,10,4
"130810001",1784,1594,3169,1616,2923,15871,2514,899,814,1595,819,1392,7330,1104,885,780,1574,797,1531,8541,1410
"130810001003A",16,11,24,12,14,98,18,11,6,11,6,6,51,8,5,5,13,6,8,47,10
"1308100010044",19,8,18,11,19,90,15,11,0,9,6,10,43,9,8,6,9,5,9,47,6
"1308100010082",17,15,21,16,13,121,17,10,8,9,8,7,61,7,7,7,12,8,6,60,10
"130810001010A",98,80,201,95,134,824,117,47,46,105,53,64,392,50,51,34,96,42,70,432,67
"1308100010114",57,69,103,63,101,588,110,29,35,51,32,52,266,53,28,34,52,31,49,322,57
"1308100010148",193,179,345,161,339,1735,300,104,96,153,83,167,787,128,89,83,192,78,172,948,172
"1308100010152",88,52,131,89,134,822,240,42,22,63,42,57,357,109,46,30,68,47,77,465,131
"1308100010167",179,178,384,164,297,1731,266,78,92,203,83,142,810,112,101,86,181,81,155,921,154
"1308100010171",110,94,210,126,240,1144,229,48,42,100,62,111,537,94,62,52,110,64,129,607,135
"1308100010186",68,71,157,84,133,921,223,36,38,89,41,64,420,90,32,33,68,43,69,501,133
"1308100010190",19,12,44,22,36,190,28,10,8,29,13,22,90,10,9,4,15,9,14,100,18
"1308100010218",6,5,11,5,8,51,10,3,3,6,3,3,24,4,3,0,5,0,5,27,6
"1308100010222",19,8,22,8,17,87,12,9,4,13,4,6,38,4,10,4,9,4,11,49,8
"1308100010237",20,6,21,7,25,149,22,8,0,9,3,13,76,11,12,4,12,4,12,73,11
"1308100010241",155,123,252,125,220,1080,128,77,68,132,57,107,493,61,78,55,120,68,113,587,67
"1308100010256",145,135,305,152,280,1362,125,76,69,146,78,141,632,56,69,66,159,74,139,730,69
"1308100010260",237,225,351,192,365,2072,282,123,112,160,95,164,971,124,114,113,191,97,201,1101,158
"1308100010275",202,197,334,161,317,1702,265,98,110,169,87,155,766,123,104,87,165,74,162,936,142
"130810001028A",7,4,8,3,10,48,9,3,3,7,0,5,25,4,4,0,0,0,5,23,5
"1308100010307",113,106,182,86,169,829,76,67,45,107,41,79,388,38,46,61,75,45,90,441,38
"1308100010311",6,8,19,9,14,59,8,4,0,9,6,4,23,3,0,6,10,3,10,36,5
"1308100010326",10,8,26,25,38,168,14,5,0,15,14,13,80,6,5,7,11,11,25,88,8
"130810002",6,5,9,3,3,39,18,3,2,2,1,3,18,10,3,3,7,2,0,21,8
"130810003",49,63,136,62,110,660,157,22,38,78,24,60,305,73,27,25,58,38,50,355,84
"130810004",46,36,75,35,70,403,162,28,19,41,16,31,197,73,18,17,34,19,39,206,89
"130810005",9,17,34,22,29,148,42,6,7,18,11,22,71,18,3,10,16,11,7,77,24
"130810006",2,2,7,3,4,26,8,0,2,5,3,2,10,2,2,0,2,0,2,16,6
"130810007",5,13,16,9,12,75,19,3,3,7,6,7,35,11,2,10,9,3,5,40,8
"130810008",18,29,50,32,39,250,75,10,16,24,16,15,114,39,8,13,26,16,24,136,36
"130810009",7,11,26,7,10,99,27,2,5,11,2,6,47,10,5,6,15,5,4,52,17
"130810010",5,11,17,8,7,51,22,3,7,14,4,3,27,13,2,4,3,4,4,24,9
"130810011",1,0,0,0,0,15,11,0,0,0,0,0,8,4,1,0,0,0,0,7,7
"130810012",38,56,92,64,82,458,84,17,26,45,27,39,219,37,21,30,47,37,43,239,47
"130810013",11,10,31,23,27,135,48,5,7,16,9,13,59,24,6,3,15,14,14,76,24
"130810014",1,5,4,1,3,19,20,1,2,3,0,1,9,10,0,3,1,1,2,10,10
"130810015",3,6,10,8,4,51,9,2,2,4,5,2,23,5,1,4,6,3,2,28,4
"130810016",0,3,2,1,3,12,10,0,0,1,0,2,5,8,0,3,1,1,1,7,2
"130810017",8,5,24,15,18,97,91,6,5,13,5,10,48,36,2,0,11,10,8,49,55
"130810018",1,1,4,4,4,25,7,0,0,4,4,1,14,4,1,1,0,0,3,11,3
"130810019",18,19,28,20,35,191,48,8,11,11,4,17,91,20,10,8,17,16,18,100,28
"130810020",13,17,59,20,37,214,62,9,9,36,9,18,99,25,4,8,23,11,19,115,37
"130810021",7,3,24,5,9,58,25,4,2,16,4,4,26,9,3,1,8,1,5,32,16
"130810022",1,0,8,7,3,46,19,0,0,3,2,2,21,10,1,0,5,5,1,25,9
"130810023",5,4,9,5,4,51,22,3,2,4,2,3,25,10,2,2,5,3,1,26,12
"130810024",46,49,88,40,71,463,103,26,24,42,17,34,227,51,20,25,46,23,37,236,52
"130810025",27,34,94,42,76,511,187,15,16,47,15,33,246,85,12,18,47,27,43,265,102
"130810026",23,31,64,26,47,253,57,14,18,36,16,25,112,24,9,13,28,10,22,141,33
"130810033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130810043",2,4,10,3,6,22,3,1,0,5,1,4,10,1,1,4,5,2,2,12,2
"130810046",1,2,5,1,2,28,3,1,2,4,1,1,14,0,0,0,1,0,1,14,3
"130810048",1,0,1,0,1,2,3,0,0,1,0,0,2,1,1,0,0,0,1,0,2
"130810049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130810053",0,2,0,1,2,8,0,0,0,0,1,0,4,0,0,2,0,0,2,4,0
"130810058",3,0,2,0,2,13,3,3,0,2,0,1,6,2,0,0,0,0,1,7,1
"130820001",162,192,410,283,406,2759,765,85,101,199,144,206,1321,357,77,91,211,139,200,1438,408
"1308200010145",0,3,4,0,3,25,0,0,0,0,0,3,13,0,0,0,3,0,0,12,0
"1308200010179",52,66,114,85,137,889,275,28,29,57,37,65,437,120,24,37,57,48,72,452,155
"1308200010183",28,30,101,76,62,555,193,19,20,49,49,31,249,90,9,10,52,27,31,306,103
"1308200010287",55,65,120,67,135,916,251,28,31,59,35,73,448,122,27,34,61,32,62,468,129
"1308200010291",27,28,68,51,65,355,46,10,20,31,22,31,167,25,17,8,37,29,34,188,21
"1308200010342",0,0,3,0,4,19,0,0,0,0,0,3,7,0,0,0,0,0,0,13,0
"130820002",496,559,1176,663,1048,5845,1231,267,286,563,330,538,2721,590,229,273,613,333,510,3124,641
"1308200020056",78,79,166,112,152,1035,300,43,37,75,60,74,485,133,35,42,91,52,78,550,167
"1308200020126",83,90,230,118,198,958,219,45,46,106,49,100,423,116,38,44,124,69,98,535,103
"1308200020164",0,0,10,3,10,37,3,0,0,0,0,4,17,3,0,0,8,0,6,20,0
"1308200020198",81,108,211,127,181,959,190,42,66,97,56,76,460,88,39,42,114,71,105,499,102
"1308200020200",61,57,113,70,127,603,118,35,28,56,40,67,269,51,26,29,57,30,60,334,67
"1308200020215",58,67,125,76,130,748,155,33,29,52,45,83,348,76,25,38,73,31,47,400,79
"1308200020249",3,0,6,0,4,16,0,3,0,4,0,4,5,0,0,0,0,0,0,11,0
"1308200020268",64,78,145,77,96,705,133,28,37,85,32,54,329,68,36,41,60,45,42,376,65
"1308200020272",66,79,170,79,150,786,111,37,43,86,45,76,386,54,29,36,84,34,74,400,57
"130820003",192,240,494,266,492,2854,637,107,114,242,140,252,1336,307,85,126,252,126,240,1518,330
"1308200030304",65,73,196,94,187,957,215,33,41,96,49,101,435,104,32,32,100,45,86,522,111
"1308200030319",48,61,147,78,131,834,160,31,27,75,38,65,391,83,17,34,72,40,66,443,77
"1308200030323",32,63,81,46,77,454,68,18,27,40,23,39,226,32,14,36,41,23,38,228,36
"1308200030338",47,43,70,48,97,609,194,25,19,31,30,47,284,88,22,24,39,18,50,325,106
"130820004",0,0,1,1,1,5,0,0,0,0,1,0,4,0,0,0,1,0,1,1,0
"130820008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130820016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130820023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130820025",2,3,3,3,5,25,5,1,1,0,2,3,12,2,1,2,3,1,2,13,3
"130820028",1,3,3,1,1,16,4,1,2,1,0,1,7,1,0,1,2,1,0,9,3
"130820032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130820036",7,12,28,14,9,87,12,3,3,16,10,7,41,6,4,9,12,4,2,46,6
"130820040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130820041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830001",209,315,712,357,623,3948,1038,113,166,347,169,314,1840,491,96,149,365,188,309,2108,547
"1308300010087",0,0,3,0,0,18,3,0,0,0,0,0,13,0,0,0,0,0,0,8,0
"1308300010119",40,45,109,47,85,568,113,22,26,51,22,43,271,56,18,19,58,25,42,297,57
"1308300010123",14,24,67,35,45,232,46,11,16,24,16,26,99,20,3,8,43,19,19,133,26
"1308300010138",0,3,9,5,4,62,23,0,0,6,0,0,35,10,0,0,3,3,0,31,13
"1308300010157",37,51,142,66,111,667,167,17,30,70,31,56,331,81,20,21,72,35,55,336,86
"1308300010180",39,61,100,59,105,686,158,21,32,50,29,47,321,75,18,29,50,30,58,365,83
"1308300010195",35,62,118,63,133,853,264,16,29,56,23,67,380,117,19,33,62,40,66,473,147
"1308300010208",0,0,8,0,3,30,7,0,0,8,0,0,16,6,0,0,0,0,0,18,0
"1308300010231",15,23,47,21,30,259,44,12,16,22,9,12,128,22,3,7,25,12,18,131,22
"1308300010246",15,15,42,17,29,239,98,9,4,22,12,13,110,43,6,11,20,5,16,129,55
"1308300010250",6,15,30,21,45,182,56,0,5,18,9,32,79,29,6,10,12,12,13,103,27
"1308300010265",5,12,37,20,32,153,59,3,6,18,14,13,64,30,0,6,19,6,19,89,29
"130830002",45,59,111,64,114,612,174,23,31,55,22,67,285,86,22,28,56,42,47,327,88
"130830006",31,54,101,43,63,423,75,18,23,34,25,22,203,36,13,31,67,18,41,220,39
"130830007",34,30,90,41,69,397,81,22,13,51,14,40,196,36,12,17,39,27,29,201,45
"130830008",1,4,6,3,4,33,5,0,1,5,1,1,16,2,1,3,1,2,3,17,3
"130830009",12,14,44,19,33,139,51,7,10,19,9,14,63,26,5,4,25,10,19,76,25
"130830011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830014",0,2,1,0,0,6,0,0,0,0,0,0,2,0,0,2,1,0,0,4,0
"130830015",34,37,93,68,76,596,293,14,15,41,38,39,277,143,20,22,52,30,37,319,150
"130830016",38,49,96,57,65,538,119,17,20,47,32,38,257,65,21,29,49,25,27,281,54
"130830017",31,46,112,66,112,582,168,17,25,50,27,60,273,80,14,21,62,39,52,309,88
"130830019",39,43,102,44,94,496,131,22,23,46,27,47,225,64,17,20,56,17,47,271,67
"130830020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830021",68,113,197,110,173,1105,287,35,54,106,49,84,517,139,33,59,91,61,89,588,148
"130830022",0,1,1,1,1,4,6,0,1,1,0,1,2,4,0,0,0,1,0,2,2
"130830023",140,185,402,173,283,2070,386,72,92,212,82,147,971,172,68,93,190,91,136,1099,214
"130830023027A",67,100,210,94,147,1051,188,37,47,119,49,82,494,79,30,53,91,45,65,557,109
"1308300230284",73,85,192,79,136,1019,198,35,45,93,33,65,477,93,38,40,99,46,71,542,105
"130830025",7,20,36,25,22,127,31,5,14,15,9,13,55,17,2,6,21,16,9,72,14
"130830026",96,103,264,135,231,1359,326,52,48,135,72,116,629,157,44,55,129,63,115,730,169
"1308300260299",51,54,126,78,106,602,151,28,25,55,41,45,274,78,23,29,71,37,61,328,73
"1308300260301",20,20,68,24,72,343,70,11,9,38,15,44,155,37,9,11,30,9,28,188,33
"1308300260316",25,29,70,33,53,414,105,13,14,42,16,27,200,42,12,15,28,17,26,214,63
"130830027",12,10,29,8,35,138,31,10,5,22,5,18,66,13,2,5,7,3,17,72,18
"130830028",23,41,64,35,39,357,95,8,17,32,17,16,189,44,15,24,32,18,23,168,51
"130830029",115,125,300,135,231,1290,230,58,62,148,73,119,634,109,57,63,152,62,112,656,121
"130830030",21,38,75,30,55,354,86,11,22,43,13,30,174,40,10,16,32,17,25,180,46
"130830031",20,12,48,19,30,242,65,9,7,27,8,13,122,38,11,5,21,11,17,120,27
"130830032",47,44,90,39,83,463,91,21,23,39,20,40,233,51,26,21,51,19,43,230,40
"130830034",0,1,1,1,6,17,8,0,0,0,1,3,8,4,0,1,1,0,3,9,4
"130830035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830037",16,31,71,30,47,267,51,10,17,35,14,25,132,28,6,14,36,16,22,135,23
"130830042",6,5,15,0,9,62,13,0,2,6,0,5,29,7,6,3,9,0,4,33,6
"130830045",16,18,40,19,20,163,42,5,10,19,8,10,88,22,11,8,21,11,10,75,20
"130830046",7,6,25,8,20,80,21,2,5,14,6,14,32,14,5,1,11,2,6,48,7
"130830047",0,2,5,2,1,9,6,0,1,2,2,1,5,2,0,1,3,0,0,4,4
"130830048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830060",88,103,266,166,213,1297,252,43,55,158,79,103,607,123,45,48,108,87,110,690,129
"130830062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830071",2,6,12,4,8,57,12,0,3,6,1,7,25,8,2,3,6,3,1,32,4
"130830074",5,1,5,0,9,36,1,2,0,3,0,6,21,0,3,1,2,0,3,15,1
"130830076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830077",1,5,5,3,4,13,1,1,3,1,2,2,6,1,0,2,4,1,2,7,0
"130830080",16,19,37,29,50,205,44,10,4,22,13,20,96,19,6,15,15,16,30,109,25
"130830084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830086",0,1,3,4,5,18,13,0,0,2,2,3,9,7,0,1,1,2,2,9,6
"130830087",0,0,1,1,0,10,7,0,0,0,1,0,4,3,0,0,1,0,0,6,4
"130830088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830090",0,0,0,0,0,5,6,0,0,0,0,0,4,4,0,0,0,0,0,1,2
"130830093",1,1,1,2,2,14,15,0,0,0,1,2,7,7,1,1,1,1,0,7,8
"130830095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830102",121,171,389,209,362,2403,499,61,101,204,96,178,1130,228,60,70,185,113,184,1273,271
"1308301020161",31,46,98,57,101,692,132,17,24,53,26,48,323,58,14,22,45,31,53,369,74
"1308301020176",52,72,174,90,157,1017,185,21,46,89,36,78,486,81,31,26,85,54,79,531,104
"1308301020509",25,26,74,42,57,375,110,16,13,37,23,30,163,53,9,13,37,19,27,212,57
"1308301020513",13,27,43,20,47,319,72,7,18,25,11,22,158,36,6,9,18,9,25,161,36
"130830105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830115",1,0,0,2,5,10,4,1,0,0,2,3,5,3,0,0,0,0,2,5,1
"130830116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830118",0,2,2,0,1,3,2,0,2,1,0,1,1,1,0,0,1,0,0,2,1
"130830119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830124",1,0,5,0,2,6,1,0,0,1,0,0,2,0,1,0,4,0,2,4,1
"130830126",4,6,2,6,6,43,8,3,3,1,2,1,19,4,1,3,1,4,5,24,4
"130830128",3,4,10,7,8,41,12,0,2,4,1,5,20,8,3,2,6,6,3,21,4
"130830129",0,0,1,1,0,8,0,0,0,1,1,0,5,0,0,0,0,0,0,3,0
"130830130",5,8,18,8,10,65,4,4,5,7,2,5,32,3,1,3,11,6,5,33,1
"130830131",3,3,10,2,8,32,4,2,1,8,1,3,11,2,1,2,2,1,5,21,2
"130830132",7,2,13,2,5,44,11,3,2,4,0,3,23,6,4,0,9,2,2,21,5
"130830133",653,853,1788,940,1438,10530,1387,331,401,878,483,748,4987,605,322,452,910,457,690,5543,782
"1308301330015",0,3,3,4,0,29,0,0,0,3,0,0,9,0,0,0,0,3,0,20,0
"1308301330320",41,60,167,104,190,1019,174,27,31,80,51,110,470,80,14,29,87,53,80,549,94
"1308301330335",59,60,125,65,116,860,124,35,25,60,32,63,399,47,24,35,65,33,53,461,77
"130830133034A",72,106,274,154,238,1436,211,39,43,120,68,134,681,92,33,63,154,86,104,755,119
"1308301330354",35,53,128,61,108,749,133,18,29,58,38,64,378,54,17,24,70,23,44,371,79
"1308301330369",49,61,154,115,149,1028,145,19,26,78,63,86,473,67,30,35,76,52,63,555,78
"1308301330373",4,4,7,6,9,60,4,0,0,4,0,6,29,0,4,3,3,4,3,32,3
"1308301330388",5,16,46,23,41,189,29,5,6,21,15,19,80,12,0,10,25,8,22,109,17
"1308301330392",16,27,59,23,38,270,33,11,11,31,14,25,124,17,5,16,28,9,13,146,16
"1308301330405",20,19,65,24,56,287,38,11,10,25,10,25,134,19,9,9,40,14,31,153,19
"130830133041A",6,9,11,7,7,56,5,0,6,3,0,5,27,0,5,3,8,5,0,33,3
"1308301330424",47,78,126,54,70,733,72,25,42,62,27,36,361,32,22,36,64,27,34,372,40
"1308301330439",85,100,207,84,115,1062,75,39,52,114,50,47,505,36,46,48,93,34,68,557,39
"1308301330443",9,27,43,35,39,248,30,8,11,15,15,19,116,14,0,16,28,20,20,132,16
"1308301330458",41,48,126,68,75,638,54,19,23,68,34,29,312,24,22,25,58,34,46,326,30
"1308301330462",14,14,26,19,19,162,21,7,10,14,10,9,80,9,7,4,12,9,10,82,12
"1308301330477",54,46,79,25,46,529,46,24,15,42,13,18,266,17,30,31,37,12,28,263,29
"1308301330481",93,115,138,68,120,1132,188,40,57,78,37,53,525,80,53,58,60,31,67,607,108
"1308301330496",0,7,4,0,0,47,3,0,0,0,0,0,23,0,0,5,0,0,0,27,0
"130830134",54,39,119,59,84,706,142,26,24,41,30,44,337,58,28,15,78,29,40,369,84
"130830135",25,17,57,28,60,264,48,12,6,25,13,22,131,19,13,11,32,15,38,133,29
"130830136",23,26,57,42,65,369,54,12,14,31,18,33,180,20,11,12,26,24,32,189,34
"130830137",14,15,33,22,25,156,14,5,4,14,10,10,71,6,9,11,19,12,15,85,8
"130830138",15,15,42,14,39,209,27,5,6,24,5,24,100,11,10,9,18,9,15,109,16
"130830140",3,3,3,2,5,17,3,1,2,2,0,3,8,3,2,1,1,2,2,9,0
"130830141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130830142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130840001",711,786,1749,853,1289,7693,1651,351,389,914,429,633,3487,738,360,397,835,424,656,4206,913
"1308400010099",50,42,106,51,101,636,288,24,16,62,21,51,282,123,26,26,44,30,50,354,165
"1308400010173",53,56,135,60,111,578,86,28,31,59,31,63,266,29,25,25,76,29,48,312,57
"1308400010188",69,78,157,76,102,625,95,40,38,87,35,50,272,43,29,40,70,41,52,353,52
"1308400010192",65,70,185,101,148,845,193,27,30,98,56,73,378,89,38,40,87,45,75,467,104
"1308400010205",108,130,257,126,206,1235,294,52,68,128,59,101,569,123,56,62,129,67,105,666,171
"130840001021A",125,126,271,113,207,1209,312,62,70,153,59,92,535,150,63,56,118,54,115,674,162
"1308400010224",64,79,182,111,133,851,197,26,42,90,57,58,375,83,38,37,92,54,75,476,114
"1308400010243",8,6,22,7,3,57,6,4,0,14,4,0,28,5,4,5,8,3,0,33,0
"1308400010258",11,6,19,7,12,100,14,6,0,9,5,4,48,5,5,4,10,0,8,52,9
"1308400010262",24,26,41,19,30,262,41,11,14,20,6,16,136,22,13,12,21,13,14,126,19
"1308400010277",55,78,146,58,67,529,53,33,37,78,31,43,244,29,22,41,68,27,24,285,24
"1308400010281",58,64,138,77,113,526,59,30,27,73,41,54,242,31,28,37,65,36,59,284,28
"1308400010296",3,0,10,9,13,34,4,0,0,6,6,7,22,0,0,0,4,3,6,16,0
"1308400010309",4,4,19,3,6,36,0,0,3,9,0,4,16,0,0,0,10,0,0,22,0
"1308400010313",14,20,61,35,37,171,8,5,10,28,16,15,78,4,9,10,33,19,22,93,4
"130840002",12,12,25,26,22,102,24,6,6,15,15,12,48,11,6,6,10,11,10,54,13
"130840003",6,7,13,13,14,123,47,3,3,7,9,8,56,20,3,4,6,4,6,67,27
"130840004",9,12,40,22,92,149,50,2,6,16,11,43,64,22,7,6,24,11,49,85,28
"130840005",47,48,101,39,77,542,166,16,24,48,22,33,234,78,31,24,53,17,44,308,88
"130840006",4,6,12,7,8,92,59,1,3,6,5,4,39,26,3,3,6,2,4,53,33
"130840007",47,59,117,46,91,421,61,24,33,58,29,47,197,29,23,26,59,17,44,224,32
"130840008",4,5,9,5,13,48,14,2,3,4,0,8,21,9,2,2,5,5,5,27,5
"130840010",11,16,22,9,19,102,28,3,8,13,5,11,52,12,8,8,9,4,8,50,16
"130840011",1,7,15,10,5,47,21,0,3,5,5,1,24,11,1,4,10,5,4,23,10
"130840012",8,13,22,15,17,108,47,4,9,11,8,9,48,20,4,4,11,7,8,60,27
"130840013",5,7,27,17,17,92,35,2,4,16,3,12,40,17,3,3,11,14,5,52,18
"130840014",9,17,46,15,25,181,81,4,12,28,8,9,85,38,5,5,18,7,16,96,43
"130840016",8,10,19,10,15,74,12,4,5,12,4,6,28,6,4,5,7,6,9,46,6
"130840017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130840018",5,4,7,5,8,49,22,4,0,2,4,3,19,6,1,4,5,1,5,30,16
"130840019",13,21,39,27,36,244,103,6,8,27,11,22,117,47,7,13,12,16,14,127,56
"130840020",12,8,18,7,18,88,15,7,3,9,1,8,39,6,5,5,9,6,10,49,9
"130840021",4,3,5,2,10,23,27,3,1,1,1,5,11,14,1,2,4,1,5,12,13
"130840022",2,6,13,12,15,67,21,1,3,5,8,8,30,11,1,3,8,4,7,37,10
"130840023",5,5,10,3,9,62,25,4,4,4,2,4,38,9,1,1,6,1,5,24,16
"130840024",41,37,72,54,64,428,198,22,16,42,28,33,189,91,19,21,30,26,31,239,107
"130840025",6,6,15,8,7,91,32,3,3,6,6,2,48,12,3,3,9,2,5,43,20
"130840026",6,5,16,6,17,69,45,6,3,9,3,7,34,22,0,2,7,3,10,35,23
"130840027",78,68,133,70,102,785,262,40,42,61,33,56,366,119,38,26,72,37,46,419,143
"130840028",7,6,10,7,9,60,29,4,5,2,2,3,30,13,3,1,8,5,6,30,16
"130840029",11,5,36,21,33,136,48,6,1,17,12,17,64,23,5,4,19,9,16,72,25
