"CVEGEO","POB_0a2","POB_3a5","POB_6a11","POB_12a14","POB_15a19","POB_20a59","POB_60ymas","POBM_0a2","POBM_3a5","POBM_6a11","POBM_12a14","POBM_15a19","POBM_20a59","POBM_60ymas","POBF_0a2","POBF_3a5","POBF_6a11","POBF_12a14","POBF_15a19","POBF_20a59","POBF_60ymas"
"130760064",2,1,2,0,1,4,2,2,1,0,0,0,2,1,0,0,2,0,1,2,1
"130760065",16,16,35,14,29,187,35,15,9,16,6,16,90,17,1,7,19,8,13,97,18
"130760067",84,97,177,87,131,945,160,40,55,86,53,63,436,76,44,42,91,34,68,509,84
"130760069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760070",3,9,12,4,12,62,19,2,3,6,2,7,33,7,1,6,6,2,5,29,12
"130760071",2,3,9,6,10,53,8,0,2,5,2,3,28,6,2,1,4,4,7,25,2
"130760072",3,2,1,2,0,14,3,1,2,0,1,0,7,2,2,0,1,1,0,7,1
"130760073",29,31,63,25,60,305,62,14,16,30,16,37,149,34,15,15,33,9,23,156,28
"130760074",8,12,19,8,22,139,19,7,4,13,2,11,68,13,1,8,6,6,11,71,6
"130760075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760079",0,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1
"130760084",5,11,21,4,13,63,9,4,6,11,3,5,33,3,1,5,10,1,8,30,6
"130760085",30,37,64,34,58,358,96,21,12,30,18,25,168,52,9,25,34,16,33,190,44
"130760086",0,1,0,0,2,6,1,0,1,0,0,1,2,1,0,0,0,0,1,4,0
"130760087",9,9,23,11,7,83,21,3,2,12,5,4,37,10,6,7,11,6,3,46,11
"130760088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760090",4,2,8,4,12,42,8,3,2,5,3,4,20,4,1,0,3,1,8,22,4
"130760091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760092",21,19,19,13,18,172,16,14,12,13,7,11,82,6,7,7,6,6,7,90,10
"130760093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760094",3,4,8,3,12,45,8,1,2,4,1,2,20,5,2,2,4,2,10,25,3
"130760095",14,6,18,6,13,85,7,7,4,13,1,7,34,5,7,2,5,5,6,51,2
"130760098",0,2,1,2,0,15,4,0,0,0,1,0,8,3,0,2,1,1,0,7,1
"130760099",0,2,1,1,0,10,0,0,2,1,0,0,5,0,0,0,0,1,0,5,0
"130760100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760101",28,14,33,14,48,707,44,14,6,18,9,25,564,32,14,8,15,5,23,143,12
"130760102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760103",4,7,8,5,7,70,19,2,4,3,4,3,27,7,2,3,5,1,4,43,12
"130760104",0,0,1,3,3,7,0,0,0,0,1,3,3,0,0,0,1,2,0,4,0
"130760105",62,70,152,77,130,842,81,32,37,79,37,65,407,43,30,33,73,40,65,435,38
"130760106",1,2,6,2,2,24,4,0,1,4,2,0,13,3,1,1,2,0,2,11,1
"130760107",0,1,1,2,5,12,2,0,0,1,0,2,7,1,0,1,0,2,3,5,1
"130760108",0,1,2,2,1,8,1,0,0,2,1,1,4,0,0,1,0,1,0,4,1
"130760109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130760110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770001",4538,4912,10331,5374,9236,57682,14021,2300,2546,5301,2768,4643,26495,5914,2238,2366,5030,2606,4593,31187,8107
"1307700010018",53,58,91,46,103,683,244,27,26,51,31,52,307,103,26,32,40,15,51,376,141
"1307700010022",121,111,256,147,242,1493,414,64,62,124,86,129,673,186,57,49,132,61,113,820,228
"1307700010037",179,178,356,197,312,2014,605,93,90,185,98,167,921,254,86,88,171,99,145,1093,351
"1307700010060",161,177,349,210,360,2248,679,78,93,175,95,179,998,276,83,84,174,115,181,1250,403
"1307700010075",188,222,508,228,385,2266,465,104,126,261,112,181,1015,206,84,96,247,116,204,1251,259
"130770001008A",157,171,344,189,325,2215,768,80,85,178,101,157,977,311,77,86,166,88,168,1238,457
"1307700010111",71,64,188,92,181,1323,694,36,28,91,55,84,589,257,35,36,97,37,97,734,437
"1307700010130",3,3,8,4,3,35,11,0,0,5,3,0,19,7,0,0,3,0,0,19,4
"1307700010198",0,0,0,0,3,8,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0
"1307700010215",112,138,295,174,315,1867,237,61,75,156,98,161,856,105,51,63,139,76,154,1011,132
"130770001022A",13,24,46,25,40,309,60,4,11,21,12,20,145,26,9,13,25,13,20,164,34
"1307700010268",173,159,352,180,362,2003,567,99,74,177,104,197,905,240,74,85,175,76,165,1098,327
"1307700010272",91,93,233,106,186,1035,155,44,51,113,51,90,502,77,47,42,120,55,96,533,78
"1307700010287",171,182,384,209,295,1723,337,78,90,198,112,148,776,130,93,92,186,97,147,947,207
"1307700010291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1307700010319",40,43,108,39,78,555,90,21,20,57,20,43,257,41,19,23,51,19,35,298,49
"1307700010323",12,11,23,13,29,174,30,6,6,8,8,13,81,17,6,5,15,5,16,93,13
"1307700010338",55,62,155,84,168,927,159,20,23,86,39,88,423,68,35,39,69,45,80,504,91
"1307700010342",139,141,258,129,265,1291,185,68,64,126,65,141,596,100,71,77,132,64,124,695,85
"1307700010361",10,5,14,7,18,101,24,8,3,0,0,7,45,8,0,0,12,5,11,56,16
"1307700010376",15,23,45,26,32,221,45,10,10,20,14,17,106,22,5,13,25,12,15,115,23
"1307700010380",66,57,146,46,80,719,244,30,30,73,21,46,330,105,36,27,73,25,34,389,139
"1307700010412",110,133,275,156,243,1423,290,50,82,154,82,116,664,132,60,51,121,74,127,759,158
"1307700010465",180,163,310,162,266,1456,194,92,85,169,79,128,672,75,88,78,141,83,138,784,119
"130770001047A",49,53,119,51,100,1439,293,27,24,56,23,45,924,131,22,29,63,28,55,515,162
"1307700010484",82,103,237,119,251,1600,412,36,55,120,59,128,703,185,46,48,117,60,123,897,227
"1307700010499",43,57,117,80,106,819,248,19,27,69,44,56,364,103,24,30,48,36,50,455,145
"1307700010501",35,31,86,47,84,479,167,16,18,48,24,58,217,69,19,13,38,23,26,262,98
"1307700010516",66,62,141,72,136,917,383,32,30,65,36,73,418,164,34,32,76,36,63,499,219
"1307700010520",45,53,94,61,91,862,399,21,27,50,30,46,385,167,24,26,44,31,45,477,232
"1307700010535",73,87,166,109,147,1157,276,36,42,76,67,66,511,123,37,45,90,42,81,646,153
"130770001054A",102,140,224,120,221,1401,270,61,68,117,62,108,624,114,41,72,107,58,113,777,156
"1307700010573",85,105,203,111,215,1457,397,36,57,89,62,99,673,174,49,48,114,49,116,784,223
"1307700010588",58,62,171,79,160,1001,399,34,31,94,48,87,453,136,24,31,77,31,73,548,263
"1307700010592",139,137,284,151,238,1545,287,75,79,144,73,129,703,129,64,58,140,78,109,842,158
"1307700010605",75,86,206,103,166,1047,171,36,39,111,51,75,479,77,39,47,95,52,91,568,94
"130770001061A",124,114,287,155,264,1571,497,63,60,135,87,126,696,203,61,54,152,68,138,875,294
"1307700010624",130,140,277,120,224,1329,312,76,75,129,62,110,602,130,54,65,148,58,114,727,182
"1307700010639",48,39,103,49,66,459,55,23,22,57,21,32,221,25,25,17,46,28,34,238,30
"1307700010643",4,0,7,0,12,30,5,0,0,4,0,8,17,0,0,0,3,0,4,14,4
"1307700010658",120,107,264,112,184,1080,128,61,64,139,62,93,500,55,59,43,125,50,91,580,73
"1307700010662",157,174,319,155,267,1535,242,82,91,168,79,128,711,111,75,83,151,76,139,824,131
"1307700010677",128,157,306,174,253,1457,197,58,72,163,79,122,676,73,70,85,143,95,131,781,124
"1307700010681",23,29,35,23,56,377,168,11,15,14,8,29,181,66,12,14,21,15,27,196,102
"1307700010696",27,29,83,51,93,685,345,13,17,39,27,50,290,137,14,12,44,24,43,395,208
"1307700010709",121,118,237,167,246,1745,552,64,56,135,80,119,776,221,57,62,102,87,127,969,331
"1307700010713",75,93,167,77,154,1142,476,41,53,92,34,83,514,176,34,40,75,43,71,628,300
"1307700010747",0,5,3,0,5,25,0,0,0,0,0,3,12,0,0,4,0,0,0,15,0
"1307700010751",4,3,5,5,10,36,3,3,0,3,0,0,18,0,0,3,0,4,9,19,3
"1307700010817",15,23,39,19,24,154,13,10,14,21,7,9,77,7,5,9,18,12,15,77,6
"1307700010821",56,48,128,35,85,476,48,30,26,65,20,35,233,24,26,22,63,15,50,243,24
"1307700010836",4,6,10,3,10,40,8,0,5,6,3,4,20,6,0,0,4,0,6,22,0
"1307700010840",69,65,151,97,135,595,56,36,33,76,49,72,275,26,33,32,75,48,63,320,30
"1307700010889",16,30,54,33,57,414,144,8,21,30,18,29,190,60,8,9,24,15,28,224,84
"1307700010893",11,13,29,12,20,98,8,7,9,13,7,9,48,6,4,4,16,5,11,52,0
"1307700010906",7,10,33,8,13,81,6,0,4,19,4,3,34,5,5,6,14,4,10,48,0
"1307700010910",43,43,92,60,88,457,55,19,27,50,31,45,207,24,24,16,42,29,43,250,31
"1307700010959",29,28,83,40,49,384,43,9,15,47,19,27,178,22,20,13,36,21,22,206,21
"1307700010963",0,4,13,5,4,30,6,0,0,8,4,0,16,4,0,0,5,0,3,17,0
"1307700010978",68,96,125,81,156,637,60,30,54,65,39,80,296,32,38,42,60,42,76,341,28
"1307700010982",71,106,207,112,197,921,97,35,51,102,54,101,436,48,36,55,105,58,96,485,49
"1307700010997",81,86,170,69,127,814,145,41,47,90,40,63,363,68,40,39,80,29,64,451,77
"1307700011001",82,97,176,83,134,767,93,46,46,87,35,77,343,35,36,51,89,48,57,424,58
"1307700011035",6,5,17,3,9,54,3,5,4,9,0,3,30,0,0,0,8,0,6,24,3
"130770001104A",19,19,43,17,37,165,18,4,10,21,10,23,75,8,15,9,22,7,14,90,10
"1307700011177",13,20,51,21,37,245,33,9,12,26,12,15,119,18,4,8,25,9,22,126,15
"1307700011181",11,7,24,13,14,65,3,4,5,16,7,6,34,0,7,0,8,6,8,34,0
"130770002",16,19,29,9,28,119,25,10,9,13,7,12,54,14,6,10,16,2,16,65,11
"130770003",148,135,301,158,288,1374,196,78,66,124,77,133,639,99,70,69,177,81,155,735,97
"1307700030408",77,75,161,81,161,781,128,37,37,62,39,76,376,63,40,38,99,42,85,405,65
"1307700031209",71,60,140,77,127,593,68,41,29,62,38,57,263,36,30,31,78,39,70,330,32
"130770005",17,11,38,19,23,127,19,8,4,13,11,11,60,7,9,7,25,8,12,67,12
"130770007",50,44,90,48,67,380,73,28,21,47,25,33,181,34,22,23,43,23,34,199,39
"130770008",29,25,65,35,36,269,49,18,11,37,17,14,119,24,11,14,28,18,22,150,25
"130770010",368,399,838,456,733,4445,734,187,208,430,240,374,2025,343,181,191,408,216,359,2420,391
"1307700100431",140,158,335,186,257,1709,303,69,90,165,97,127,773,137,71,68,170,89,130,936,166
"1307700100446",130,132,292,153,240,1524,305,65,66,161,72,123,696,144,65,66,131,81,117,828,161
"1307700100802",74,81,153,89,205,965,95,40,37,74,50,105,440,46,34,44,79,39,100,525,49
"1307700101016",0,0,3,0,0,14,4,0,0,0,0,0,9,0,0,0,3,0,0,6,3
"1307700101020",5,4,7,3,3,29,0,0,3,3,0,0,17,0,3,0,4,0,0,15,0
"1307700101139",11,12,31,17,19,145,20,6,6,16,12,11,65,11,5,6,15,5,8,80,9
"1307700101196",6,11,17,7,7,61,7,4,5,11,6,4,30,4,0,6,6,0,3,31,3
"130770011",9,9,18,9,10,75,17,2,3,8,7,6,34,10,7,6,10,2,4,41,7
"130770012",83,88,199,90,141,802,177,47,44,104,48,72,359,83,36,44,95,42,69,443,94
"130770014",2,0,3,2,3,21,5,2,0,1,1,1,9,3,0,0,2,1,2,12,2
"130770016",1,2,3,2,6,31,7,1,2,2,1,3,16,4,0,0,1,1,3,15,3
"130770017",23,31,46,11,45,237,33,12,12,20,6,16,110,20,11,19,26,5,29,127,13
"130770018",309,297,664,332,522,2597,510,164,153,309,153,241,1129,227,145,144,355,179,281,1468,283
"1307700180554",122,119,223,127,203,1008,206,65,55,98,61,97,440,89,57,64,125,66,106,568,117
"1307700180569",175,168,418,201,302,1497,286,95,92,200,91,139,647,131,80,76,218,110,163,850,155
"1307700180728",4,6,10,0,7,46,9,0,4,5,0,0,25,4,3,0,5,0,5,23,5
"1307700180855",8,4,13,0,10,46,9,3,0,6,0,3,19,3,5,0,7,0,7,27,6
"130770018086A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770020",229,234,448,199,338,1927,320,108,112,217,102,162,891,136,121,122,231,97,176,1036,184
"1307700201088",123,124,228,89,162,945,137,64,64,117,37,82,447,59,59,60,111,52,80,498,78
"1307700201092",74,75,150,81,117,657,140,29,35,69,50,49,306,60,45,40,81,31,68,351,80
"1307700201105",30,32,65,27,58,299,39,13,13,30,15,30,128,15,17,19,35,12,28,171,24
"1307700201162",0,3,5,0,0,27,4,0,0,0,0,0,13,0,0,3,4,0,0,18,0
"130770021",42,44,99,24,54,405,79,15,28,51,14,31,181,38,27,16,48,10,23,224,41
"130770022",64,66,131,58,98,511,95,32,39,76,30,50,226,42,32,27,55,28,48,285,53
"130770024",23,37,56,25,42,207,35,8,25,32,13,22,101,16,15,12,24,12,20,106,19
"130770034",68,74,157,71,124,637,113,39,33,76,37,68,296,62,29,41,81,34,56,341,51
"130770041",20,17,32,22,28,127,30,13,8,20,17,12,57,16,7,9,12,5,16,70,14
"130770042",14,24,39,15,23,148,39,7,9,20,8,16,68,22,7,15,19,7,7,80,17
"130770048",34,33,92,25,41,260,38,16,15,43,15,14,122,21,18,18,49,10,27,138,17
"130770053",421,406,842,453,739,4231,645,215,220,432,250,369,1995,304,206,186,410,203,370,2236,341
"1307700530770",119,98,225,141,178,1206,188,58,57,101,82,85,562,89,61,41,124,59,93,644,99
"1307700530785",134,140,274,154,271,1498,272,71,64,158,77,134,702,126,63,76,116,77,137,796,146
"1307700530874",168,168,343,158,290,1527,185,86,99,173,91,150,731,89,82,69,170,67,140,796,96
"130770055",66,95,152,60,100,600,80,30,47,79,30,55,291,33,36,48,73,30,45,309,47
"130770057",28,31,54,20,34,264,36,16,19,20,7,17,138,15,12,12,34,13,17,126,21
"130770059",13,14,17,6,24,100,17,9,9,11,1,12,49,7,4,5,6,5,12,51,10
"130770060",2,0,2,1,6,12,1,1,0,0,0,4,7,0,1,0,2,1,2,5,1
"130770062",7,7,19,6,8,60,15,2,1,9,3,6,26,7,5,6,10,3,2,34,8
"130770064",42,41,79,43,72,375,64,21,20,36,19,46,165,36,21,21,43,24,26,210,28
"130770065",3,9,15,10,15,53,12,2,6,9,4,4,25,6,1,3,6,6,11,28,6
"130770066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770068",384,438,858,414,716,4479,527,200,227,439,198,383,2039,233,184,211,419,216,333,2440,294
"1307700680925",110,116,268,136,185,1146,130,54,65,134,62,97,513,56,56,51,134,74,88,633,74
"130770068093A",109,142,253,112,225,1316,174,61,77,129,54,125,586,75,48,65,124,58,100,730,99
"1307700680944",114,123,234,123,242,1588,190,61,56,118,61,131,748,85,53,67,116,62,111,840,105
"1307700681054",9,12,29,16,21,125,16,3,7,16,8,7,53,7,6,5,13,8,14,72,9
"1307700681069",30,26,52,18,30,199,9,16,14,30,7,15,95,5,14,12,22,11,15,104,4
"1307700681073",0,5,4,0,4,27,5,0,0,0,0,0,16,0,0,3,0,0,0,17,3
"1307700681143",11,14,18,7,9,78,3,5,6,10,4,6,32,3,6,8,8,3,3,46,0
"1307700681158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770069",1,3,1,0,2,11,1,0,1,1,0,1,6,0,1,2,0,0,1,5,1
"130770070",39,62,104,31,89,772,186,22,33,42,11,54,351,76,17,29,62,20,35,421,110
"130770071",25,26,53,30,52,433,125,14,13,25,11,24,197,65,11,13,28,19,28,236,60
"130770072",13,12,30,16,22,140,36,7,6,17,8,13,66,17,6,6,13,8,9,74,19
"130770073",7,9,17,11,14,89,9,5,3,8,7,8,37,4,2,6,9,4,6,52,5
"130770074",9,12,24,20,15,77,14,5,5,10,12,8,37,7,4,7,14,8,7,40,7
"130770075",48,52,103,57,96,561,88,24,28,54,31,58,268,34,24,24,49,26,38,293,54
"130770076",0,2,6,1,3,19,3,0,1,5,0,2,8,3,0,1,1,1,1,11,0
"130770077",1,1,2,1,0,6,2,0,1,1,0,0,2,1,1,0,1,1,0,4,1
"130770078",9,12,19,9,18,58,12,7,5,6,5,9,24,6,2,7,13,4,9,34,6
"130770079",27,36,51,31,52,216,39,17,15,32,12,22,105,16,10,21,19,19,30,111,23
"130770080",90,86,186,100,176,748,106,43,43,109,50,83,345,56,47,43,77,50,93,403,50
"130770082",3,2,11,6,3,28,7,1,0,4,4,2,15,4,2,2,7,2,1,13,3
"130770084",11,6,12,6,6,59,10,5,2,7,2,5,23,8,6,4,5,4,1,36,2
"130770085",4,3,6,3,4,32,8,3,3,3,3,4,16,6,1,0,3,0,0,16,2
"130770086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770087",56,44,100,64,100,610,162,29,23,63,30,48,292,71,27,21,37,34,52,318,91
"130770088",6,7,9,6,4,40,8,3,3,5,3,1,19,3,3,4,4,3,3,21,5
"130770089",31,24,53,38,54,224,59,17,10,24,16,26,102,21,14,14,29,22,28,122,38
"130770090",8,5,9,6,19,55,7,3,3,4,6,8,25,4,5,2,5,0,11,30,3
"130770091",8,8,12,5,10,49,5,4,3,7,3,8,23,3,4,5,5,2,2,26,2
"130770092",1,2,0,1,0,8,1,1,1,0,0,0,3,1,0,1,0,1,0,5,0
"130770093",1,1,6,5,2,23,5,1,1,2,4,1,13,3,0,0,4,1,1,10,2
"130770094",12,4,26,16,15,78,8,4,2,17,8,9,37,4,8,2,9,8,6,41,4
"130770095",1,3,2,3,2,22,4,0,1,1,2,1,11,1,1,2,1,1,1,11,3
"130770097",54,58,90,39,78,397,67,29,30,58,21,41,195,33,25,28,32,18,37,202,34
"130770098",11,10,23,7,19,112,22,6,6,10,4,7,56,13,5,4,13,3,12,56,9
"130770101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770102",30,39,54,38,50,234,37,12,19,26,19,26,114,21,18,20,28,19,24,120,16
"130770103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770104",5,3,15,7,13,69,9,3,1,10,3,7,35,3,2,2,5,4,6,34,6
"130770105",55,61,96,45,64,372,50,28,28,55,20,35,172,33,27,33,41,25,29,200,17
"130770107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130770108",242,284,547,320,448,2578,207,126,133,282,158,227,1180,85,116,151,265,162,221,1398,122
"130770108111A",110,143,281,176,237,1311,104,60,66,144,88,126,594,43,50,77,137,88,111,717,61
"1307701081124",132,141,266,144,211,1267,103,66,67,138,70,101,586,42,66,74,128,74,110,681,61
"130770109",2,0,6,4,10,21,5,0,0,2,2,6,11,2,2,0,4,2,4,10,3
"130770110",2,1,1,2,5,14,1,0,1,0,1,3,7,1,2,0,1,1,2,7,0
"130770111",2,1,8,2,6,28,5,1,1,3,1,2,16,3,1,0,5,1,4,12,2
"130770112",1,3,8,0,3,26,11,1,2,4,0,1,10,5,0,1,4,0,2,16,6
"130770113",8,5,20,8,10,72,3,1,2,11,3,5,35,2,7,3,9,5,5,37,1
"130770114",4,0,9,2,2,39,7,3,0,4,0,1,22,5,1,0,5,2,1,17,2
"130770115",1,0,5,4,7,19,8,1,0,1,2,3,5,3,0,0,4,2,4,14,5
"130770116",0,1,2,0,3,9,4,0,0,1,0,2,5,2,0,1,1,0,1,4,2
"130770117",0,0,1,2,1,9,0,0,0,0,1,0,4,0,0,0,1,1,1,5,0
"130770118",0,2,1,0,0,5,1,0,2,1,0,0,2,1,0,0,0,0,0,3,0
"130770119",5,4,13,6,14,50,3,3,1,5,3,11,27,3,2,3,8,3,3,23,0
"130770120",1,3,6,1,0,16,3,0,1,4,1,0,8,2,1,2,2,0,0,8,1
"130770121",4,6,6,0,7,32,6,3,3,2,0,3,12,4,1,3,4,0,4,20,2
"130770122",0,0,2,4,4,15,5,0,0,1,3,1,6,4,0,0,1,1,3,9,1
"130770123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130780001",76,80,162,80,129,817,249,46,45,83,39,64,384,115,30,35,79,41,65,433,134
"1307800010034",76,80,162,80,129,817,249,46,45,83,39,64,384,115,30,35,79,41,65,433,134
"130780002",25,29,85,56,89,228,77,14,14,45,25,38,99,39,11,15,40,31,51,129,38
"130780003",10,24,58,28,58,224,135,5,10,30,16,37,105,62,5,14,28,12,21,119,73
"130780004",4,16,29,29,12,109,42,3,8,15,17,5,51,21,1,8,14,12,7,58,21
"130780005",3,8,13,13,16,39,27,1,5,8,7,6,15,11,2,3,5,6,10,24,16
"130780006",13,15,21,10,19,88,26,9,5,11,4,8,39,16,4,10,10,6,11,49,10
"130780007",20,15,39,28,30,120,30,9,7,21,16,16,56,11,11,8,18,12,14,64,19
"130780008",8,17,47,44,48,161,94,5,8,23,24,29,74,44,3,9,24,20,19,87,50
"130780010",15,13,52,37,39,112,29,9,4,27,14,22,56,14,6,9,25,23,17,56,15
"130780011",28,31,56,41,49,192,77,12,12,26,20,22,87,39,16,19,30,21,27,105,38
"130780013",34,23,86,57,62,221,40,16,12,54,32,36,101,15,18,11,32,25,26,120,25
"130780014",37,42,78,68,76,380,183,17,20,39,30,31,177,87,20,22,39,38,45,203,96
"130780016",14,27,50,37,51,187,86,6,15,27,19,23,90,45,8,12,23,18,28,97,41
"130780017",121,139,341,179,258,1013,254,71,70,168,82,139,491,109,50,69,173,97,119,522,145
"130780018",41,56,153,90,89,501,226,21,27,70,40,49,227,94,20,29,83,50,40,274,132
"130780019",35,31,49,21,40,247,78,16,16,22,11,18,115,38,19,15,27,10,22,132,40
"130780020",25,36,54,42,66,295,80,15,23,21,26,33,147,36,10,13,33,16,33,148,44
"130780021",39,38,88,61,65,253,45,22,19,37,34,30,126,14,17,19,51,27,35,127,31
"130780022",19,31,63,49,50,208,93,11,17,31,25,31,100,44,8,14,32,24,19,108,49
"130780023",10,18,41,34,32,137,36,3,10,26,16,18,68,14,7,8,15,18,14,69,22
"130780024",16,17,52,33,39,218,58,9,8,22,19,23,94,29,7,9,30,14,16,124,29
"130780025",23,24,99,58,49,381,208,10,14,58,43,25,180,96,13,10,41,15,24,201,112
"130780026",41,54,111,54,91,361,88,14,27,59,31,50,178,32,27,27,52,23,41,183,56
"130780027",16,17,63,31,46,137,31,6,8,28,16,27,63,15,10,9,35,15,19,74,16
"130780028",26,38,95,64,56,252,74,19,18,53,28,26,120,34,7,20,42,36,30,132,40
"130780029",15,11,38,31,34,158,113,7,5,19,15,17,63,53,8,6,19,16,17,95,60
"130780030",13,24,66,46,52,181,35,4,11,39,28,30,86,20,9,13,27,18,22,95,15
"130780031",8,8,12,11,21,68,27,3,4,6,5,10,33,11,5,4,6,6,11,35,16
"130780032",14,16,41,24,35,115,16,5,6,21,11,17,53,5,9,10,20,13,18,62,11
"130780033",9,10,22,16,15,65,43,4,5,10,6,9,25,20,5,5,12,10,6,40,23
"130780034",5,10,25,22,20,68,19,4,3,12,12,13,33,9,1,7,13,10,7,35,10
"130780035",7,13,17,9,9,48,13,3,7,8,6,5,21,6,4,6,9,3,4,27,7
"130780038",9,14,31,9,15,85,20,4,8,18,4,10,42,8,5,6,13,5,5,43,12
"130780040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130780041",2,5,16,10,18,53,26,1,3,8,6,10,24,14,1,2,8,4,8,29,12
"130780042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130780047",5,9,22,16,21,64,18,4,7,10,6,11,29,8,1,2,12,10,10,35,10
"130780048",18,23,47,17,32,157,30,13,15,19,9,14,63,13,5,8,28,8,18,94,17
"130780049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130780052",12,14,21,6,9,62,11,6,8,13,3,6,30,5,6,6,8,3,3,32,6
"130780053",0,2,0,0,0,7,4,0,2,0,0,0,5,3,0,0,0,0,0,2,1
"130780054",2,4,5,2,3,19,3,0,2,2,1,2,9,1,2,2,3,1,1,10,2
"130790001",55,63,125,62,96,668,232,30,29,52,27,47,316,115,25,34,73,35,49,352,117
"1307900010065",26,27,64,36,52,384,117,17,10,24,10,24,181,66,9,17,40,26,28,203,51
"130790001007A",29,36,61,26,44,284,115,13,19,28,17,23,135,49,16,17,33,9,21,149,66
"130790002",2,3,12,5,16,65,34,2,1,5,4,10,24,17,0,2,7,1,6,41,17
"130790003",4,11,18,5,20,70,40,4,6,12,2,9,34,23,0,5,6,3,11,36,17
"130790004",1,3,5,2,0,24,20,1,3,4,1,0,15,9,0,0,1,1,0,9,11
"130790005",0,1,9,1,7,38,38,0,0,5,0,2,20,22,0,1,4,1,5,18,16
"130790006",3,5,20,9,7,57,50,1,1,14,5,4,29,18,2,4,6,4,3,28,32
"130790007",2,3,5,3,5,42,48,1,0,4,2,2,19,29,1,3,1,1,3,23,19
"130790008",0,1,0,1,4,8,9,0,1,0,1,2,4,4,0,0,0,0,2,4,5
"130790009",0,1,0,2,5,17,7,0,1,0,2,2,8,4,0,0,0,0,3,9,3
"130790010",3,0,0,0,0,5,3,1,0,0,0,0,3,2,2,0,0,0,0,2,1
"130790011",6,8,21,11,12,104,107,5,4,12,4,7,50,48,1,4,9,7,5,54,59
"130790012",8,9,20,9,17,79,24,3,1,7,2,6,38,14,5,8,13,7,11,41,10
"130790013",2,0,4,5,6,42,43,2,0,2,1,3,20,23,0,0,2,4,3,22,20
"130790014",3,7,23,8,17,90,40,2,4,9,4,9,44,19,1,3,14,4,8,46,21
"130790015",1,0,0,1,4,17,21,0,0,0,0,1,10,11,1,0,0,1,3,7,10
"130790016",2,0,1,2,2,18,18,1,0,1,0,1,11,9,1,0,0,2,1,7,9
"130790017",55,53,97,52,95,536,159,28,32,51,29,56,246,70,27,21,46,23,39,290,89
"130790018",7,13,31,12,26,131,63,3,7,16,6,13,69,31,4,6,15,6,13,62,32
"130790019",4,10,21,13,22,93,34,2,4,9,7,15,41,17,2,6,12,6,7,52,17
"130790020",48,56,102,76,143,497,151,20,32,63,38,79,238,71,28,24,39,38,64,259,80
"130790021",11,22,43,26,41,182,93,4,14,27,14,17,81,47,7,8,16,12,24,101,46
"130790022",7,10,25,9,19,106,40,7,2,15,7,12,50,18,0,8,10,2,7,56,22
"130790023",35,30,56,30,48,282,113,17,13,33,13,27,127,58,18,17,23,17,21,155,55
"130790024",1,2,9,5,8,31,25,0,1,5,3,5,16,11,1,1,4,2,3,15,14
"130790025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130790026",4,4,8,6,9,38,10,3,2,3,2,7,20,6,1,2,5,4,2,18,4
"130790027",3,4,4,1,8,31,9,2,3,2,0,1,15,2,1,1,2,1,7,16,7
"130790029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130790030",0,0,0,0,1,5,2,0,0,0,0,1,4,2,0,0,0,0,0,1,0
